Brand,ASIN,ItemModelNumber,Q,A,Votes,Date,Customer Name
iSpring,B008H71Q4C,ICEK,What size hole is needing to be drilled to mount the water faucet,"Most sinks have an extra hole for the mounting of additional faucets, sprayers, orsoap dispensers. If your sink does not already have an additional hole, you will want to drill a ½” hole for the drinking faucet.If you have other questions, please call us at 678-261-7611 (M-F, 8:30 - 5:30 EST), text us at 470-560-0012 (M-F, 8:30 - 5:30 EST), or email us at support@123filter.com. We are happy to help! ",0," September 15, 2022",Customer S.
iSpring,B008H71Q4C,ICEK,Whats the best system for Phoenix Az water,I like it was easy to install,0," February 12, 2022",Angel Johanson
iSpring,B008H71Q4C,ICEK,"what is the capacity of one set of filter gallon wise ? After how much use, I will need to change the filters ?","Connects any water filtration system (including reverse osmosis systems) to the ice maker or water dispenser of your fridgeDelivers crystal clear ice cubes and great tasting RO water to your fridge, superior to inline fridge filtersKit includes everything you need for the installation - approximately 20 feet of 1/4"" tubing, a 1/4"" x 1/4"" x 1/4"" ""T"" fitting, an inline 1/4"" x 1/4"" shut-off valve, and a compression fitting set. Tested by an independent third party to meet NSF/ANSI StandardsPush-in quick-connect fittings offer easy DIY installation with no tools requiredTested by an independent third party to meet NSF/ANSI StandardsIf you have other questions, please call us at 678-261-7611 (M-F, 8:30 - 5:30 EST), text us at 470-560-0012 (M-F, 8:30 - 5:30 EST), or email us at support@123filter.com. We are happy to help! ",0," February 24, 2023",Customer S.
iSpring,B008H71Q4C,ICEK,I don't know if my house has an ro system. just buying a new fridge and need an ice connector. will this work for that?,"Hi there, Yes! this should work. You also need a feed water adapter like this one to split the cold water line.https://www.amazon.com/iSpring-AFW43-Conversion-Adapter-Supply/dp/B01KIJZE0S/Please contact the fridge manufacturer to confirm they allow unfiltered water in their icemaker.Stay safe and healthy!iSpring Water Systems, LLC ",0," May 27, 2022",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,"So, with no batteries needed, then I'm assuming there's no ""alert"" as to when to change the filters, correct?","Hi,Yes there is no alert for filter changes. We recommend changing the filters every 6 to 12 months to ensure the system is maintained per manufacturer recommendations.Thank you,iSpring Water Systems LLC ",0," September 25, 2019",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,How do I get the faucet to stop dripping?,Please contact us at (678)261-7611 to request a replacement faucet. Thanks!,0," May 11, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Will this work with refrigerator that have filter build in or have to bypass the refregerator filter??,You can use the regular hookup and run it through your built-in filter. You will get your water filtered a second time. There might also be a blank replacement cartridge for your refrigerator filter available from your fridge manufacturer if you don't want to filter the water twice.,0," January 8, 2016",Mick in Maine
iSpring,B008H71Q4C,ICEK,Does this fixture fit through the soap dispenser hole in the sink? I have pre drilled granite?,"Hi,The faucet includes a 2"" cover plate that is able to adapt to most pre-drilled holes for the soap dispenser and previous water filters. For more details, please contact us at (678)261-7611.",0," October 2, 2018",A manufacturer
iSpring,B008H71Q4C,ICEK,What are the fitting sizes directly out of the filter?,"Thanks for the question! The fittings in this system are 1/4"".Kindest,iSpring Team ",0," December 24, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,What type of plastic is this made out of?,"Hi there, we use FDA approved polyethylene plastic. Rest assured that no chemicals can leach into the filtered water.iSpring Water Systems, LLC",0," August 28, 2022",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Will special fittings be needed to install under the sink in a travel trailer?,"The package comes with all fittings needed to install. I installed on a 3/8” supply and did not need any fittings. It also comes with a 1/4-3/8 reversible adapter for the faucet line.The only thing I can think of for your set up is that if your sink is not perforated, you might have to make a hole either on the sink or on the countertop, for the spout. Other than that, the kit comes with all you need in most situations. ",0," February 28, 2020",Amazon Customer
iSpring,B008H71Q4C,ICEK,"Is your polyethylene tubing pet/pete, pex, hdpe, or ldpe?",I had to return this product because I could not use it,0," November 27, 2020",Amazon Customer
iSpring,B008H71Q4C,ICEK,"We have a water softener, will this take some of the salt out of the softened water?","Hi,For sodium or salt removal from the water you would need a reverse osmosis system with a reverse osmosis membrane. We would recommend the RCC7 System. The US31 System will not remove sodium.Thank you,iSpring Water Systems LLC ",0," August 13, 2019",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,is there a way to attach the valve to a wall or cabinet or does it just dangle from the tubing?,I bought cable fasteners in home depot to fasten my tubings and valve on the wall,0," April 20, 2020","I bought cable fasteners in home depot to fasten my tubings and valve on the wall
Right Hand Drive · April 20, 2020
See all 3 answers"
iSpring,B008H71Q4C,ICEK,How long will a plastic tube like this last before needing to be replaced? Is it better to get stainless steel?,The plastic tubing appears to be very durable. I would not try to use anything else unless a section of it could be exposed to some sort of impact or cutting damage hazard. In that case it might be better to just armor the section of tubing exposed to hazards. I had plastic tubing in my last RO system and it had lasted 10 years before I moved. I have no reason to believe it needs replacing even after 20 years. Metal tubing can corrode based on electrolysis (dissimilar metals creating electric current) and slowly dissolve by that process. It would have to be replaced more often. ,0," October 15, 2017",Donald W.
iSpring,B008H71Q4C,ICEK,Will this system lower the ph?,"Removes sediment, chlorine, and more to produce colorless, tasteless, and odorless filtered waterManufactured to comply strictly with FDA standards and tested by an independent third party against NSF/ANSI standards (42, 53, 61).",0," August 9, 2022",Customer S.
iSpring,B008H71Q4C,ICEK,Can I purchase a 30ft hose fridge kit?,"Thank you for your question! This kit only contains up to 20 ft of tubing. Reaching 30 ft total will be quite far for water pressure to the fridge.Thanks,iSpring Water Systems LLC ",0," June 25, 2019",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Can this system be connected to a fridge easily???,"Hi Eric, Yes! You can use the ICEK kit. Here's the linkhttps://www.amazon.com/iSpring-ICEK-Connection-Installation-Reverse/dp/B008H71Q4C/You can reach out to our customer service team for more questions. We're always ready to help.iSpring Water Systems, LLC ",0," July 17, 2022",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,The gasket in filter #1 became bent and took forever to seat. Where can I get a replacement gasket?,"Please call us at 678-261-7611 (M-F, 8:30 - 5:30 EST), text us at 470-560-0012 (M-F, 8:30 - 5:30 EST), or email us at support@123filter.com. We are happy to help!",0," February 14, 2023",A manufacturer
iSpring,B008H71Q4C,ICEK,Can I switch the direction of the filters to have the sediment filter on the left?,"Hello,This system is designed for easy installation, low maintenance, and features dual carbon block filters along with a high-capacity sediment filter. The sediment filter protects and extends the life of your system, while the carbon block filters work to remove many harmful contaminants and providing you with bottled quality water on demand. If you switch the filters around, the system might not function correctly. For more information contact us at (678) 261-7611. Thank you. ",0," January 20, 2020",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,"Is the 16"" height the size the filter housings size or from the bottom of the filter housing to the top edge of the mounting flange?","Hello,The 16"" covers From the bottom of the filter housing to the top edge of the mounting flange. The hosing size is 12"".",0," March 9, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,Can you add a charcoal filter to this and remove one of the 5 microns,"Hi,This system utilizes a sediment filter in stage 1, GAC carbon filter 2nd stage, and a CTO Carbon Block filter in stage 3. We would not recommend changing the filter configuration.Thank you,iSpring Water Systems LLC ",0," August 14, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Can i add an alkaline filter to this 3 stage system? it see ispring sells one (aisn b00fblgd1s). should it be added after the 3 stage filters?,Call iSpring customer service.They are very helpful and can answer any questions.,0," April 23, 2019",J&S Moore
iSpring,B008H71Q4C,ICEK,Will this system remove Arsenic?,"Hello,An activated carbon filter will remove Arsenic up to 40%- 60% , An RO (Reverse Osmosis) will reduce Arsenic up to 90%.",0," March 2, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,"White stuff in water when boiling, changed filters and still does?","Sounds like a mineral build up in your system. If you are boiling water, you should not need filtered water to boil. Boiling will take out impurities",0," January 9, 2022",DAN U.
iSpring,B008H71Q4C,ICEK,How long is the tubing that the kit comes with?,20* close to what is stated in the description,0," December 15, 2015",Tim Heisler
iSpring,B008H71Q4C,ICEK,Is this a 1/4 or 3/8 size system? And does that size correspond to the outside or inside diameter?,"Hi,This unit has 1/4""NPT threads on both ends. We include the proper connections to install it with the 1/4"" OD tubing that is included with this filter. For more details, please contact us at (678)261-7611.",0," February 12, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,how do I replace the 2 filter covers with clear covers? Is there a part number for them?,I don’t see any model number on the filter outer cases.In order to get the second stage filter in a clear outer case.You would have to buy another iSpring 3 Stage filter system.And take off the clear outer case off the new system.And put On the system you have now.Have a great day ,0," September 1, 2021",ASTI
iSpring,B008H71Q4C,ICEK,Will this reduce or get rid of potassium chloride?m or sodium chloride,"Hi there, No. For Potassium and Sodium Chloride, you need to install use RO systems. Please check out our RO models like the RCC7. Don't hesitate to reach out to our customer service team for more questions.iSpring Water Systems, LLC",0," November 16, 2022",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Is this tubing compatible with the Bronson reverse osmosis water purifier? Although they both say their quarter inch lines the exterior diameter is di,"Dear customer,The tubing is 1/4"" O.D. and is compatible with any system that uses 1/4"" tubings. It fits both 1/4"" push-in quick fittings and traditional Jaco fittings.iSpring Water Systems678-261-7611 support@ispringfilter.comiSpring Water Systems678-261-7611 support@ispringfilter.com ",0," August 29, 2018",A manufacturer
iSpring,B008H71Q4C,ICEK,"What is the 7/16"" threaded female adapter for?",The 7/16 female adapter is used to connect water supply tube to refrigerator to your water source.....Refrig should have a tube in rear to attach water supply.. (usually a 7/16 male....,0," February 28, 2020",Dan G
iSpring,B008H71Q4C,ICEK,"Could it come with stainless steel faucet, to match the main kitchen faucet?",The brushed nickel was a good match for my brushed stainless faucet.,0," May 18, 2020",Working gal…
iSpring,B008H71Q4C,ICEK,"I need a replacement wrench, but can't find the right one & size?","Hi,A replacement wrench can be found here: https://www.amazon.com/iSpring-Reverse-Pre-Filter-Canister-AWR2/dp/B008678QEQIf you have any questions or need additional assistance, please contact us at support@123filter.com or call us at (678) 261-7611.Thanks,iSpring Water Systems, LLC ",0," April 6, 2021",Customer S.
iSpring,B008H71Q4C,ICEK,Can i connect this RO system to water cooler ? And how ?,"Hi Sarmad,Yes, you can hook up an RO system to a water cooler. The output on the system after the tank will hook up directly to the input on the water cooler. If you have any questions or need additional assistance, please contact us at support@123filter.com or call us at (678) 261-7611.Thanks,iSpring Water Systems, LLC ",0," December 24, 2020",A manufacturer
iSpring,B008H71Q4C,ICEK,Are filters included?,"Yes, there are three filters included, one in each cannister. Read the instructions! They are wrapped in cellophane and will not filter unless you remove and unwrap them!",0," September 17, 2021",Grandpa Ripper
iSpring,B008H71Q4C,ICEK,I'm skeptical of 3rd party testing. has anyone independently tested the water for lead and/or voc removal?,"No, I just can say it taste better removing clorine taste.",0," March 28, 2020",HCA
iSpring,B008H71Q4C,ICEK,Hi. It is work for a GE refrigerator?,This will work with any refrigerator as long as you have a reverse osmosis filtering system that will provide water to the refrigerator when it is connected to this device.,0," December 14, 2015",Rose Black
iSpring,B008H71Q4C,ICEK,Do you have the replacement filters for this item?,"Hi Wendie, yes! here are the links to the replacement filters.6-month pack: https://www.amazon.com/iSpring-F3CTO-Under-Sink-Replacement-Filters/dp/B07HYG9CLY/1-Year pack: https://www.amazon.com/iSpring-F6CTO-1-Year-Water-Filter/dp/B06XR9338T/iSpring Water Systems, LLC ",0," May 23, 2022",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Can i use this with the ispring ro500-bn tankless ro reverse osmosis water filtration system?,"Yes, If you have other questions, please call us at 678-261-7611 (M-F, 8:30 - 5:30 EST), text us at 470-560-0012 (M-F, 8:30 - 5:30 EST), or email us at support@123filter.com. We are happy to help!",0," October 19, 2022",A manufacturer
iSpring,B008H71Q4C,ICEK,Will this help with tthm?,Thank you for the question! The filter system will be very effective in reducing or removing THMs in water. THMs are most effectively removed with standard carbon based filters. Since the US31 uses two of these filters you should expect a significant improvement in the quality of your water.,0," September 11, 2018",A manufacturer
iSpring,B008H71Q4C,ICEK,Will this system removes phthalates? Thanks.,"Hi,Only reverse osmosis systems can remove phthalates. For more details, please contact us at (678)261-7611 or visit our website and click the ""Support"" link on top to create a support ticket. We will respond within 24 business hours.Thanks,iSpring Water Systems LLC ",0," June 28, 2020",A manufacturer
iSpring,B008H71Q4C,ICEK,What is the percentage of TDS that this filter system will remove?,"Hi,This system is not designed to lower TDS since it does NOT include a Reverse Osmosis membrane and is not an RO system.Thank you,iSpring Water Systems LLC ",0," June 6, 2018",A manufacturer
iSpring,B008H71Q4C,ICEK,Just now completed installation of this system. i have no problem with unit except i have 2 red u-clips left over. all others are blue. what’s up??,"Hi,We are not sure which clips you are referring to. Could you please contact our customer service dept. at 678-261-7611 or support@123filter.com ?Thank you,iSpring Water Systems LLC ",0," January 21, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,Does this work with home master RO system?,"Hi,The system uses 1/4"" for tubing connection so it should be compatible, with proper installation it should work with no problem.For immediate assistance, please call us at 678-261-7611 or visit our website and click the ""Support"" link on top to create a support ticket. We will respond within 24 business hours.Thanks,iSpring Water Systems LLC ",0," June 17, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,Can I buy this kit on Homedepot.com?,No,0," March 2, 2019",Allen Nejelski
iSpring,B008H71Q4C,ICEK,How much do replacement filters cost,$25 or less.,0," December 29, 2019",HCA
iSpring,B008H71Q4C,ICEK,How offended do i need to change filter.? how do i know when i need to change ?,"I live in a rural area, so I need to change my filters every 4 or 5 months. I can tell its getting close to time to change when the water flow starts to become slower. I believe the manufacturer recommends every 6 months. Depending on your water, you may be able to go longer than that.",0," December 9, 2019",Matt B
iSpring,B008H71Q4C,ICEK,Is a drain line required for the ro system? if i’m using it to filter refrigerator line where would i route the drain line since i don’t have a sink?,The RO unit has a drain line. You would need a place for the waste water to go to. You may need to get a longer line and route the waste water outside or to a drain somewhere. All RO units produce waste water unfortunately.,0," April 5, 2018",anthony knudson
iSpring,B008H71Q4C,ICEK,What type of plastics are used? is it bpa free / food grade?,It says it is a bpa free/ food grade. Can't imagine them not using food grade for a water line. ????,0," June 16, 2019",Jeff Lesmeister
iSpring,B008H71Q4C,ICEK,Exactly how wide is the system? I just have a tight space. Do you need all of 16 inches wide x 16 inches tall x 6 inches deep?,"Hello,Product Dimensions 16 x 6 x 16 inches / You will need this pace to fit the system under the sink.",0," April 5, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,We have this installed in our boat's galley in mexico. will this filter the mexican tap water to make it drinkable by usa standards?,"Hi there,It depends on your tap water quality. Unlike a standard RO system, the US31 is best used in City water supplies where deep filtration is no longer required.iSpring Water Systems, LLC ",0," April 26, 2021",Customer S.
iSpring,B008H71Q4C,ICEK,Where is tubing and fittings from? Is it John Guest?,"Hi Guy, these are iSpring branded fittings. Please reach out to our customer service team for more questions. We're always ready to help.iSpring Water Systems, LLC",0," August 3, 2022",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Do you have to hold the lever down for the water to flow or will it stay on to fill a pot?,"Hi,The lever will stay on if you turn on the faucet so you can fill a pot for cooking. Please let us know if you have any additional questions.Thank you,iSpring Water Systems LLC ",0," February 15, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,Is it compatible with the aquatru under sink ro system?,"The iSpring fridge connection kit connects your reverse osmosis system or other water filters to your fridge. It can be used to supply your refrigerator's ice maker or water dispenser, your coffee maker, etc.The kit comes with a 1/4"" x 1/4"" x 1/4"" ""T"" valve to branch off from the RO system, 20 feet of 1/4"" tubing, a 1/4"" x 1/4"" ball valve to shut off the flow when needed, and a compression connection set for connecting to the output location. The fridge connection kit will work with any RO system or filtration system that uses standard 1/4"" tubing. ",0," August 15, 2022",A manufacturer
iSpring,B008H71Q4C,ICEK,What shower head is compatible with this?,I don't think the output flow is strong enough to run a shower head.,0," July 27, 2017",homebody39
iSpring,B008H71Q4C,ICEK,medidas de los adaptadores fiting ???,"4044K - PTK fittings.If you have other questions, please call us at 678-261-7611 (M-F, 8:30 - 5:30 EST), text us at 470-560-0012 (M-F, 8:30 - 5:30 EST), or email us at support@123filter.com. We are happy to help!",0," September 29, 2022",Customer S.
iSpring,B008H71Q4C,ICEK,Will this work to install on an Amana refrigerator?,"Hi,Yes this ICEK accessory is designed to work with most brands of refrigerators. Please let us know if you have any questions.Thank you,iSpring Water Systems LLC ",0," November 21, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Is the tubing bpa free?,"Hi PMB,Yes the tubing is BPA free and Lead free.ThanksClaudiaiSpring Water Systems | (678) 261-7611 M-F 9-5 EST | sales@ispringfilter.com ",0," March 23, 2016",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,what is correct replacement filter for iSpring US31 3-Stage filter system?,"Hi,The correct model number is iSpring F3CTO 10-inch Universal Replacement Filter Set Cartridges for Reverse Osmosis and 3-Stage Water Filtration Systems Sediment, 2 x Carbon Block Filters",0," April 23, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,What would go wrong if I want to change the 3rd stage filter to 0.5 micron?,Depend on the amount of dirt and pressure of your water system can clog or water doesn't come out.,0," May 18, 2020",HCA
iSpring,B008H71Q4C,ICEK,I want to place this system in the cabinets above my refrigerator. Will this affect the pressure if the unit had a booster pump already?,this is a hose only with a couple of connections - this does not sound like something you are describing - pressure drop in most instances while inside of the kitchen will be negligible. The refrigerator water flow would only be minimally (not noticeable) affected,0," March 3, 2019",TAM
iSpring,B008H71Q4C,ICEK,Have a fridge with a model ukf8001 filter. i'm looking to get the ispring rcc7ak-uv deluxe system and want to use this. my concern is that the fridge filter could alter the work done by the ro system. what should i look for in a fridge filter to keep the water as it is from the ro system?,Thank you for your question. You can use the same fridge filter you have. This will not effect the RO wateriSpring Water Systems,0," May 16, 2018",Customer S.
iSpring,B008H71Q4C,ICEK,Can this be installed behind the refrigerator using the water source/line that goes into the refrigerator?,"Hi there, this system is made for under sink installation. You can split the line to supply both the included faucet and your fridge using the ICEK kit.https://www.amazon.com/iSpring-ICEK-Connection-Installation-Reverse/dp/B008H71Q4CPlease reach out to our customer service team for additional pre-sale questions./iSpring Water Systems, LLC ",0," June 22, 2021",Customer S.
iSpring,B008H71Q4C,ICEK,I need to change out filters do they have a tutorial on this?,go to iSpring YouTube Channel,0," August 12, 2022",A manufacturer
iSpring,B008H71Q4C,ICEK,Can anybody tell the guy that made the video with the tds meter a tds is always lower in cold water?,,0,,
iSpring,B008H71Q4C,ICEK,is the system certified to remove trihalomethanes?,"Hi,This system is not yet certified but it contains 2 activated carbon block filter which will efficiently remove THM's, chlorine, and VOC's. For more details, please contact us at (678)261-7611.Regards,iSpring Wate Systems, LLC ",0," May 22, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,"Hello, I have very bad odor, does someone knows why? We just buyed one months ago....","Something happens to me with a heater, we were on vacation and the water in the tank take a foul odor. Are you using it often? How about the water is getting in, it is muddy? Try to let it run for 10 minutes or change the filter (wash the housing of the filters if you do it). I haven't any problem with me, I'm really happy with it. ",0," January 27, 2020",HCA
iSpring,B008H71Q4C,ICEK,I plan on using this only for my fridge water and icemaker how often would I need to change the filter on these?,"Hi FangRegalia, If you're in city water and the only issue is water taste and odor, this perfect for your planned application. The filters need to be replaced every 6-12 months depending on water quality. If you can smell and taste chlorine in your tap, a good indicator is when you're starting to taste and smell the filtered water like it's coming out of the tap.iSpring Water Systems, LLC ",0," July 25, 2022",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,"Do any of the other parts (fittings, connectors, valves, etc.) require Proposition 65 warnings for sale in California?","Hi there, Yes! the warning is there because the system includes plastics in the construction of the parts. The polyvinyl chloride (PVC) sheet used to make the fittings and housings may include vinyl chloride monomer, which is known to the State of California to cause cancer. The chemical intermediate in the production of PVC is required to have a Prop 65 warning. Rest assured that, nothing will leach into the water if you use iSpring products.iSpring Water Systems, LLC ",0," September 16, 2021",Customer S.
iSpring,B008H71Q4C,ICEK,Is this a brushed nickel finish?,"Hi,Yes this system includes a Brushed Nickel faucet with the system. The model number for the faucet is GA1-BN.Thank you,iSpring Water Systems LLC ",0," September 23, 2019",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Is this system bpa free?,"Hi,This system is not BPA free. Please contact our office at 678-261-7611 if you have any questions.Thank you,iSpring Water Systems LLC ",0," July 8, 2019",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Will this Filtration work on my detached garage washer for hot & cold water? Been having to throw clothes away due to really hard water. Thanks 🙏,This is an under the sink kitchen unit which i use for drinking water and cooking. I don't think its for laundry use. You may need a totally different system for laundry machines.,0," August 25, 2019",Richard Chin
iSpring,B008H71Q4C,ICEK,Can you attach it to the tubing already in place? Or do I have to find the other end to switch it out?,"Hi,Yes, you can connect this directly to the refrigerator line. For more details, please contact us at (678)261-7611.Regards,iSpring Water Systems, LLC ",0," July 15, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,Will this system keep up with an undercounter ice maker as well? I'm worried about supporting the volume of water.,You are only limited by the osmosis filter itself. Typical osmosis filters will do 50-75 gallons per day. I would think with the 2.5 gallon holding tank that would be plenty for your ice maker.,0," August 3, 2017","You are only limited by the osmosis filter itself. Typical osmosis filters will do 50-75 gallons per day. I would think with the 2.5 gallon holding tank that would be plenty for your ice maker.
Skillies21 · August 3, 2017
See all 3 answers"
iSpring,B008H71Q4C,ICEK,"I have the terribly expensive e spring amway branded filter, i want to get rid of it, which e spring product should i use and repurpose? thx","Thanks for your interest in the iSpring under-sink water filter system.Universal 10-inch sediment filter and 2 x 10 inch Carbon block filtersRemoves sediment, chlorine, and more to produce colorless, tasteless, and odorless filtered waterManufactured to comply strictly with FDA standards and tested by an independent third party against NSF/ANSI standards (42, 53, 61).Easy DIIf you have other questions, please call us at 678-261-7611 (M-F, 8:30 - 5:30 EST), text us at 470-560-0012 (M-F, 8:30 - 5:30 EST), or email us at support@123filter.com. We are happy to help!Y installation. Lifetime support from iSpring in Atlanta, GA at (678) 261-7611 ",0," April 20, 2023",Customer S.
iSpring,B008H71Q4C,ICEK,Does this system remove sulfides?,"Hello,Unfortunately no. You will need an RO system or a granulated activated carbon filter.",0," April 13, 2020",A manufacturer
iSpring,B008H71Q4C,ICEK,"To ispring, could i use fg15 gac filters for stage 2 ? i saw your other model use this set up. thank you.","Hi,Yes you can use the FG15 instead of the 2nd CTO filter in this system's filter configuration. Please let us know if you have any additional questions.Thank you,iSpring Water Systems LLC ",0," December 6, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Does it fit on rs26ddapn samsung?,"Connects any water filtration system (including reverse osmosis systems) to the ice maker or water dispenser of your fridgeDelivers crystal clear ice cubes and great tasting RO water to your fridge, superior to inline fridge filtersKit includes everything you need for the installation - approximately 20 feet of 1/4"" tubing, a 1/4"" x 1/4"" x 1/4"" ""T"" fitting, an inline 1/4"" x 1/4"" shut-off valve, and a compression fitting set. Tested by an independent third-party to meet NSF/ANSI Standards If you have other questions, please call us at 678-261-7611 (M-F, 8:30 - 5:30 EST), text us at 470-560-0012 (M-F, 8:30 - 5:30 EST), or email us at support@123filter.com. We are happy to help! ",0," May 8, 2023",Customer S.
iSpring,B008H71Q4C,ICEK,How will this work (or will it work?) it with a tankless 'on demand' RO filter system? (We've got a GE Merlin),It will not work without the tank it would just put out a trickle of water.,0," March 17, 2015",Rando
iSpring,B008H71Q4C,ICEK,"Can RO systems be connected to the refrigerator only, im not interested in the faucet for the sink","Hi theCuz12,Thank you for your question. Yes, you can send the output of the RO system straight to your fridge instead of the spiket.Thanks,iSpring Water Systems | (678) 261-7611 M-F 9-5 EST | sales@ispringfilter.com ",0," October 29, 2015",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,"how is the included wrench supposed to work? i needed to replace the filters, so i had to use it to loosen the housings. it does not fit housings!","The wrench that comes with the filter has an inner and outer size, I'm not sure why. The inner part of the wrench which is too small ,does not fit on the exterior of the filter housing and must be removed before the outer wrench can be used.When you get the wrench to fit be careful, the wrench is flimsy and will break under too much pressure (I know). I now hand tighten the filter housing to avoid using the wrench all together and that seems to work fine. ",0," February 4, 2023",RM
iSpring,B008H71Q4C,ICEK,Do you connect this refirgerator line after or before the storage water tank?,"before. Filter connects to incoming water supply, then to refrigerator. Water storage is internal to refrigerator.",0," January 8, 2018",Pat
iSpring,B008H71Q4C,ICEK,I have already used one t kit to connect to freezer ice maker in addition to the faucet. can i use another t to go to a furnace-mounted humidifier?,"You'd be better off asking a HVAC service person about that. I see no reason that you couldn't do it with a ""tee"" connecter. I would definitely install a one-way check valve near the furnace, though.",0," November 13, 2016",Gravymeister
iSpring,B008H71Q4C,ICEK,"How can i use my existing 3/8"" plastic tubing from prev filter?","Hi there, you'll need 1/4"" npt x 3/8""quick connects to adapt to your existing 3/8"" tubings. Please reach out to our customer service team for further assistance.iSpring Water Systems, LLC",0," July 12, 2021",A manufacturer
iSpring,B008H71Q4C,ICEK,Will this work with iSpring CU-A4 that comes with a No-Pressure faucet?,"Hi RAD,To install the ice maker kit you will need a pressure regulator and a non air gap faucet. The pressure regulator model number is ""APR35"". This will be installed on the line from the cold water supply to the system. With a non air gap faucet and pressure regulator, the ""T"" fitting going to the ice maker kit can be installed on the line going from the system to the faucet. If you have any further questions feel free to contact us at the information listed below.All the best,AndrewiSpring Water Systems | (678) 261-7611 M-F 9-5 EST | sales@ispringfilter.com ",0," March 25, 2016",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,How much water pressure is required for it to work ?,"Hi,The Feed Water Pressure should be: 40-95 psiThank you,iSpring Water Systems LLC ",0," August 20, 2018",Customer S.
iSpring,B008H71Q4C,ICEK,"Will this get rid of sulfur and the ""egg smell"" it gives the water?","This connection kit is NOT a filter, so it does not get rid of anything.This kit splits your water filter's output so it can supply an additional location, such as a refrigerator.Please consult your water filter's documentation to determine how well it might deal with sulfur. If you are looking to buy a water filter (not this item!), and your water has high sulfur because it comes from a well, note that most water filters are not designed for ""microbiologically unsafe"" water such as well water. ",0," December 20, 2016",Jeremy Frank
iSpring,B008H71Q4C,ICEK,Why does my water look milky?,It definitely shouldn’t look milky. Did you let the water run through the system for at least 5 minutes before trying the water?,0," June 2, 2020",Peter M Kelly
iSpring,B008H71Q4C,ICEK,What are the replacement filters for this system?,"Hello.iSpring FC15 -10 CTO Carbon Block Filter Cartridge = https://www.amazon.com/iSpring-FC15-FC15-10-Cartridge-Microns/dp/B00S5E5NJQ/ref=sr_1_2?dchild=1&keywords=fc15&qid=1585681138&sr=8-2iSpring 5 micron 10""x2.5"" Universal Sediment Filter Cartridges, 15,000-Gallon, Multi-layer = https://www.amazon.com/iSpring-FP15-Universal-Sediment-Cartridges/dp/B01FH8SHJK/ref=sr_1_5?dchild=1&keywords=fp15&qid=1585681203&sr=8-51-year filter pack = https://www.amazon.com/iSpring-F6CTO-1-Year-Water-Filter/dp/B06XR9338T/ref=sr_1_2?dchild=1&keywords=F6CTO&qid=1585681325&sr=8-2 ",0," March 31, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,Can I use existing faucet?,"Hi,Yes, you can install this unit with any faucet designed to work with a water filter unit. For more details, please contact us directly at (678)261-7611.Regards,iSpring Water Systems, LLC ",0," July 15, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,What if fridge and sink are across from eachother in the kitchen. Will there be a line running across the kitchen?,"Hi Shae,Thank you for your question. Yes. there will be a line running across your kitchen. Since we can't see the actual situation there. You may ask your local plumber how long of tubing you will need and what to do to install the line and hide it to where it's not visible.If you have additional questions, please contact our customer service dept. at 678-261-7611 or via email at feedback@ispringfilter.com for immediate assistance.We're happy to help!Kind Regards,iSpring Water SystemsTel: (678) 261-7611feedback@ispringfilter.com ",0," August 29, 2019",Customer S.
